	1B	1N	2B	2N	3B	3N	4B	4N	5B	5N	6B	6N	7B	7N	8B	8N
isogroup135989_g1	0	0	0	0	0	3	0	0	0	3	0	8	0	0	0	0	
isogroup135990_g1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
isogroup135997_g1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	3	
isogroup136020_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup136031_g1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	8	3	
isogroup136043_g1	1	1	5	8	1	33	0	0	1	2	3	1	5	3	49	0	
isogroup136051_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup136062_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
isogroup136077_g1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	3	0	
isogroup136087_g1	0	1	6	2	0	2	0	0	4	98	3	4	2	1	153	24	
isogroup136111_g1	15	74	47	15	7	31	11	0	39	18	7	64	59	16	347	40	
isogroup136117_g1	0	0	3	0	0	0	1	0	2	0	1	33	4	4	1	0	
isogroup13611_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup136129_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup136132_g1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	4	0	
isogroup136242_g1	1	10	3	0	0	13	0	0	2	0	0	10	10	6	53	14	
isogroup136255_g1	996	1119	551	443	126	748	43	0	159	514	57	507	1734	712	5469	870	
isogroup13625_g1	13	19	17	32	6	39	2	0	12	33	3	15	40	10	297	40	
isogroup136283_g1	0	3	0	0	2	2	0	0	0	0	0	2	0	0	11	1	
isogroup136301_g1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	10	6	
isogroup136308_g1	104	98	2	5	3	16	3	0	0	6	3	12	194	82	549	107	
isogroup136336_g1	2	1	1	0	0	1	0	0	0	1	0	0	0	0	9	0	
isogroup13634_g1	0	0	0	0	0	0	0	0	0	1	1	8	0	0	0	0	
isogroup136357_g1	2	2	0	0	0	0	0	0	0	0	0	0	2	1	11	0	
isogroup136408_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	
isogroup13640_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup136428_g1	16	13	21	24	0	0	0	0	1	0	0	0	15	9	63	3	
isogroup136440_g1	4	2	0	0	0	1	0	0	0	0	0	0	15	1	4	0	
isogroup136463_g1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	
isogroup136483_g1	119	176	106	149	34	167	4	0	71	58	20	185	431	159	1431	185	
isogroup136527_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	
isogroup13652_g1	4	7	9	8	3	20	1	0	5	2	2	16	24	5	41	8	
isogroup136575_g1	0	0	0	0	1	5	0	0	17	19	0	3	20	10	21	4	
isogroup136577_g1	0	0	3	0	0	0	0	0	3	0	1	0	2	0	1	1	
isogroup136586_g1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	1	
isogroup136597_g1	0	0	0	1	2	0	0	0	0	2	0	0	0	0	2	0	
isogroup1365_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	
isogroup136603_g1	1	2	0	0	1	0	0	0	0	1	0	1	0	2	7	3	
isogroup136605_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	
isogroup136619_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	
isogroup136644_g1	0	2	2	3	0	0	1	0	0	0	0	0	0	0	0	0	
isogroup136666_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
isogroup136687_g1	0	0	4	0	0	0	0	0	2	5	0	0	0	0	0	0	
isogroup136698_g1	29	34	66	48	32	139	20	0	23	57	50	107	61	17	140	26	
isogroup136702_g1	8	10	1	2	1	10	1	0	3	17	0	9	16	3	61	7	
isogroup136705_g1	4	9	3	4	2	0	0	0	9	10	0	11	19	4	99	8	
isogroup136716_g1	0	0	0	0	0	0	1	0	0	5	0	0	11	1	3	1	
isogroup136737_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	
isogroup136740_g1	2	0	0	0	0	3	0	0	0	2	0	0	0	0	3	0	
isogroup13680_g1	29	38	58	56	40	112	6	0	63	193	10	39	371	80	2312	270	
isogroup136819_g1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	
isogroup136853_g1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	
isogroup136871_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup13687_g1	4	1	4	10	0	0	0	0	4	6	0	2	7	7	38	4	
isogroup136880_g1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	4	0	
isogroup136896_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup1368_g1	3	0	4	0	0	0	0	0	3	11	1	3	2	2	29	2	
isogroup136934_g1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	
isogroup13695_g1	21	21	3	5	5	30	3	0	4	10	6	2	50	18	190	11	
isogroup136968_g1	4	0	0	0	0	0	0	0	0	0	0	0	3	4	7	1	
isogroup13697_g1	15	9	1	8	4	16	1	0	3	1	2	13	26	8	100	16	
isogroup13698_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup136994_g1	2	10	0	0	0	3	0	0	0	1	2	0	0	11	1	7	
isogroup136997_g1	4	2	0	0	0	0	10	0	0	0	0	2	0	0	5	0	
isogroup137002_g1	7	22	14	2	1	9	1	0	3	7	0	5	16	10	56	13	
isogroup137038_g1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	5	0	
isogroup137049_g1	0	0	0	0	0	0	0	0	2	2	0	1	5	0	2	1	
isogroup137080_g1	10	12	9	4	87	543	10	0	38	103	6	227	1	4	37	7	
isogroup137166_g1	0	2	0	1	1	0	2	0	0	0	0	0	2	2	1	3	
isogroup137195_g1	0	0	0	0	0	9	0	0	0	0	0	2	2	0	6	4	
isogroup13720_g1	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	
isogroup137215_g1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	1	
isogroup137236_g1	0	1	0	0	0	1	0	0	1	2	1	0	2	0	3	1	
isogroup137254_g1	0	1	0	0	0	0	0	0	0	0	0	1	3	0	7	0	
isogroup137263_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
isogroup137270_g1	0	3	0	0	0	0	0	0	0	0	0	0	4	10	4	0	
isogroup137286_g1	0	0	0	0	0	0	0	0	3	1	0	3	0	1	3	0	
isogroup13729_g1	5	6	3	0	0	0	0	0	0	2	3	0	15	4	11	1	
isogroup137350_g1	9	11	0	10	0	18	1	0	2	12	0	4	66	30	87	8	
isogroup13736_g1	0	1	0	12	0	0	0	0	0	1	0	1	1	0	6	0	
isogroup137437_g1	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	
isogroup13743_g1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup137456_g1	41	30	2	0	0	0	0	0	0	0	1	1	3	0	65	1	
isogroup137477_g1	0	0	0	0	0	0	0	0	7	9	2	5	23	2	39	6	
isogroup137510_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	
isogroup137513_g1	0	0	0	0	0	0	0	0	3	1	2	0	2	0	8	3	
isogroup137563_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	
isogroup137567_g1	0	0	0	0	1	24	0	0	2	9	0	0	0	0	2	3	
isogroup13756_g1	6	19	7	10	0	16	5	0	8	5	0	10	34	6	61	7	
isogroup137592_g1	9	6	0	0	0	0	0	0	0	1	0	0	2	0	49	1	
isogroup137608_g1	1	5	2	7	0	0	1	0	0	0	0	0	7	1	36	7	
isogroup137611_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup137643_g1	0	0	0	0	0	0	0	0	0	2	0	2	2	2	0	0	
isogroup137664_g1	0	1	0	0	4	0	0	0	0	0	0	3	0	0	0	0	
isogroup137694_g1	1055	1400	610	538	156	733	56	1	126	371	58	567	1979	1229	9639	1516	
isogroup137729_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	
isogroup137736_g1	2	1	1	0	0	3	0	0	0	0	3	1	0	1	11	0	
isogroup137762_g1	0	5	0	0	0	0	0	0	0	0	0	0	6	1	16	5	
isogroup13776_g1	3	0	0	0	0	0	0	0	0	5	0	0	2	0	2	2	
isogroup137777_g1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	3	0	
isogroup137778_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
isogroup13778_g1	1004	1300	520	413	130	819	49	1	159	309	53	554	1653	643	5592	819	
isogroup137862_g1	0	0	3	2	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup13795_g1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	5	
isogroup138048_g1	9	3	3	0	0	0	4	0	0	0	0	1	7	0	23	0	
isogroup138080_g1	12	5	6	4	1	4	0	0	2	2	1	5	2	0	5	1	
isogroup138150_g1	16	16	7	2	1	1	0	0	0	3	0	5	10	0	78	6	
isogroup138184_g1	17	25	0	0	0	0	0	0	0	0	0	0	2	5	17	12	
isogroup138190_g1	9	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	
isogroup1381_g2	2	1	0	0	0	0	0	0	0	3	0	0	2	1	9	0	
isogroup138206_g1	19	35	2	4	0	0	0	0	0	0	0	0	4	0	2	0	
isogroup138220_g1	0	2	0	0	0	0	0	0	0	6	0	2	1	3	17	0	
isogroup138259_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup138294_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup13829_g1	2	0	16	4	0	0	0	0	13	23	8	18	0	0	0	0	
isogroup138305_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
isogroup138306_g1	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	
isogroup138337_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	
isogroup13836_g1	10	9	6	2	4	9	0	0	0	9	0	5	7	2	29	3	
isogroup138386_g1	2	5	1	0	0	12	0	0	0	0	1	0	4	2	8	4	
isogroup13838_g1	0	0	0	0	0	0	0	0	1	5	1	0	0	1	2	2	
isogroup138391_g1	0	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	
isogroup1383_g1	21	32	6	13	1	11	14	0	6	98	6	14	75	16	171	39	
isogroup138441_g1	0	2	0	0	0	1	0	0	0	1	0	0	11	2	0	1	
isogroup138465_g1	2	0	0	0	0	0	0	0	0	0	0	5	0	1	13	0	
isogroup138466_g1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
isogroup138472_g1	5	1	0	0	0	0	0	0	0	0	0	0	7	1	0	0	
isogroup138479_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
isogroup138480_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	
isogroup138489_g1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	18	0	
isogroup138517_g1	0	6	1	0	0	0	0	0	0	1	0	5	0	0	0	0	
isogroup138521_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	1	
isogroup13853_g1	28	38	6	0	2	3	0	0	0	0	0	2	13	7	79	16	
isogroup13854_g1	2	5	0	0	0	0	0	0	0	0	0	0	0	2	0	3	
isogroup138566_g1	1	0	0	0	0	0	0	0	7	4	0	1	8	1	22	1	
isogroup138571_g1	0	1	2	4	0	0	0	0	0	0	0	0	0	2	20	1	
isogroup138578_g1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	
isogroup138598_g1	0	0	7	0	0	4	0	0	0	0	0	0	0	1	4	0	
isogroup138637_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	
isogroup138661_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup138687_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup138690_g1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	
isogroup138713_g1	0	0	0	0	0	0	0	0	4	13	0	0	0	0	0	0	
isogroup138719_g1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	
isogroup138738_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup138761_g1	5	5	4	4	0	7	0	0	0	4	1	6	5	5	30	6	
isogroup138762_g1	0	0	6	0	0	0	0	0	0	1	0	8	0	0	4	0	
isogroup138776_g1	0	0	0	0	0	4	0	0	0	0	0	2	36	4	2	0	
isogroup138780_g1	0	5	4	3	0	6	2	0	0	7	0	10	10	3	97	15	
isogroup138784_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	
isogroup138794_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	
isogroup138842_g1	6	3	0	0	0	2	0	0	0	0	1	4	12	2	41	1	
isogroup138889_g1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	2	0	
isogroup138899_g1	4	1	1	0	0	0	2	0	4	4	0	1	1	1	12	2	
isogroup138907_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	
isogroup13891_g1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	3	2	
isogroup138966_g1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup138970_g1	3	4	0	0	0	0	0	0	0	0	0	2	1	1	4	0	
isogroup138974_g1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	3	
isogroup139014_g1	24	12	1	4	0	0	2	0	1	18	3	15	40	12	94	16	
isogroup139026_g1	46	29	5	4	5	19	1	0	3	1	0	25	32	18	96	16	
isogroup139143_g1	0	2	0	0	0	0	0	0	0	3	0	1	1	0	2	0	
isogroup13916_g1	3	0	0	0	0	14	0	0	3	0	1	0	0	0	5	0	
isogroup139179_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup139195_g1	9	0	0	0	0	8	0	0	0	0	0	5	0	0	2	0	
isogroup139225_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	
isogroup139242_g1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	2	0	
isogroup139266_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup139286_g1	60	61	36	31	12	58	5	0	3	62	5	42	123	27	330	44	
isogroup13928_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	
isogroup139293_g1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	
isogroup139353_g1	23	6	10	3	0	10	1	1	5	3	0	6	66	15	85	13	
isogroup13935_g1	7	6	0	8	4	28	0	0	2	1	0	2	10	4	34	1	
isogroup139370_g1	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	
isogroup13937_g1	0	4	0	0	1	0	7	0	0	0	1	0	5	0	0	0	
isogroup139403_g1	5	4	0	0	0	6	0	0	0	5	0	0	18	1	8	1	
isogroup139416_g1	4	4	12	4	0	9	0	0	1	2	0	2	3	3	4	0	
isogroup13941_g1	1	5	7	19	5	130	1	0	2	47	2	37	4	2	63	30	
isogroup139422_g1	0	0	0	0	0	0	0	0	0	0	0	0	13	11	0	1	
isogroup139442_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup139452_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	
isogroup139478_g1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	
isogroup139479_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup139494_g1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	
isogroup13953_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup139555_g1	14	9	0	0	0	12	0	0	0	0	2	0	6	0	17	3	
isogroup139572_g1	25	29	27	13	7	43	5	0	26	28	7	39	59	12	130	15	
isogroup139580_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	
isogroup139610_g1	149	188	36	18	15	62	2	0	5	54	10	70	234	150	748	109	
isogroup139633_g1	36	38	4	9	12	37	5	0	12	24	8	67	104	27	108	24	
isogroup13965_g1	0	1	16	2	0	0	0	0	4	0	0	0	0	0	6	0	
isogroup139669_g1	20	39	36	4	4	13	0	0	5	52	2	49	3	1	154	43	
isogroup139678_g1	3	6	6	3	0	7	0	0	1	1	0	7	6	6	68	11	
isogroup139690_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup139699_g1	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	
isogroup139702_g1	6	21	6	6	3	6	2	0	9	7	1	14	17	4	126	25	
isogroup139719_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	
isogroup13972_g1	78	75	37	33	22	70	17	0	20	70	0	46	183	68	370	44	
isogroup139753_g1	0	1	1	0	4	8	1	0	3	10	1	1	0	0	5	7	
isogroup139768_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	
isogroup139787_g1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	2	
isogroup139801_g1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	7	0	
isogroup139804_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroup13980_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	
isogroup139833_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
isogroup139845_g1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup13984_g1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup139870_g1	4	4	0	0	0	0	0	0	0	6	0	4	4	7	2	1	
isogroup139887_g1	0	0	2	0	0	0	0	0	7	0	0	4	2	0	1	0	
isogroup139892_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup139938_g1	4	1	3	0	1	0	0	0	4	8	0	5	5	2	8	1	
isogroup139943_g1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup139946_g1	1	2	0	0	2	0	0	0	2	2	2	0	2	0	5	0	
isogroup13996_g1	15	30	11	10	5	12	4	0	8	13	0	25	36	8	147	15	
isogroup139972_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
isogroup139978_g1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	
isogroup139981_g1	5	1	1	0	0	2	6	0	1	4	2	8	0	2	6	1	
isogroup139_g1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup140029_g1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	
isogroup140037_g1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	
isogroup140075_g1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	14	7	
isogroup14008_g1	36	50	24	28	6	31	13	0	8	32	6	45	51	36	270	50	
isogroup140101_g1	2	4	0	0	1	1	0	0	2	3	0	0	3	0	10	1	
isogroup14016_g1	2	4	0	0	0	2	0	0	1	6	1	0	6	4	35	2	
isogroup140197_g1	0	0	1	0	0	24	0	0	0	0	0	1	1	4	12	2	
isogroup14023_g1	0	1	0	0	2	0	0	0	0	0	0	0	1	1	17	2	
isogroup140255_g1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup140277_g1	1	0	0	0	0	0	0	0	1	2	0	7	4	2	29	0	
isogroup14028_g1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup140297_g1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	11	0	
isogroup140338_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	
isogroup140374_g1	1	3	0	0	0	0	0	0	0	1	0	0	0	0	34	6	
isogroup140424_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup140448_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup14045_g1	10	12	4	2	0	24	1	0	4	3	0	0	14	16	46	7	
isogroup140467_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup14046_g1	0	5	4	0	0	2	0	0	1	11	0	6	3	5	19	5	
isogroup140517_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	
isogroup140540_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup140578_g1	2	7	0	8	0	0	0	0	0	13	2	9	18	5	128	28	
isogroup14058_g1	6	17	2	5	0	9	0	0	2	1	0	6	24	5	116	22	
isogroup140599_g1	0	0	0	0	1	0	0	0	0	2	0	0	1	1	1	1	
isogroup140744_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup14074_g1	0	3	0	0	0	0	0	0	2	0	0	3	6	1	12	6	
isogroup140766_g1	17	19	0	0	1	0	0	0	0	10	0	0	22	4	58	19	
isogroup140787_g1	4	5	3	0	0	13	0	0	0	1	1	1	9	2	20	4	
isogroup140836_g1	0	0	0	0	0	0	0	0	0	0	0	3	0	3	6	0	
isogroup140837_g1	3	12	7	0	1	16	0	0	1	2	4	11	13	12	93	10	
isogroup14087_g1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	
isogroup14089_g1	5	4	0	0	0	0	0	0	0	0	0	0	7	3	4	0	
isogroup1408_g1	2	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0	
isogroup140931_g1	83	106	7	9	2	2	0	0	0	0	0	0	170	36	4	0	
isogroup140934_g1	0	0	0	0	0	0	0	0	0	0	6	3	3	0	23	6	
isogroup140952_g1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	
isogroup140997_g1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup1409_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
isogroup14105_g1	49	56	34	24	3	13	0	0	13	65	3	17	30	25	88	15	
isogroup141095_g1	0	0	0	0	0	0	0	0	1	6	1	0	9	2	3	1	
isogroup141112_g1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	1	
isogroup141116_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup14111_g1	3	0	4	0	0	6	0	0	1	0	0	1	1	4	8	0	
isogroup141182_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	
isogroup141195_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup141208_g1	208	208	41	85	11	1	4	0	1	5	2	22	233	130	897	190	
isogroup141223_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	
isogroup141240_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup14124_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	
isogroup141266_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	
isogroup141335_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	
isogroup141338_g1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	
isogroup141343_g1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	13	0	
isogroup141373_g1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
isogroup141437_g1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	
isogroup141507_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup141562_g1	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	
isogroup141585_g1	4	2	0	0	0	1	2	0	2	8	0	20	0	1	0	0	
isogroup141591_g1	0	4	4	1	0	22	0	0	0	0	0	0	2	7	20	3	
isogroup141656_g1	14	6	2	0	0	0	0	0	0	0	2	6	0	0	1	0	
isogroup141685_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup141692_g1	5	7	0	6	2	23	0	0	2	4	0	1	8	9	27	3	
isogroup141695_g1	3	5	2	0	0	5	0	0	0	0	0	1	6	2	7	2	
isogroup141704_g1	0	4	0	0	0	11	0	0	0	0	0	0	3	1	39	6	
isogroup141739_g1	0	0	0	0	0	2	0	0	1	2	0	0	0	0	6	0	
isogroup141759_g1	2	0	2	1	0	7	0	0	0	6	1	1	5	4	27	6	
isogroup141788_g1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	
isogroup1417_g1	5	5	1	2	0	0	0	0	1	1	0	3	23	4	31	7	
isogroup141807_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup14180_g1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	5	0	
isogroup141828_g1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	
isogroup141875_g1	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	
isogroup141876_g1	0	1	9	23	4	38	0	0	1	0	0	0	0	0	0	0	
isogroup141906_g1	2	4	7	3	0	0	0	0	1	0	1	0	9	0	13	3	
isogroup141914_g1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup141955_g1	38	44	4	0	0	0	0	0	0	3	0	13	9	0	78	26	
isogroup14200_g1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
isogroup14203_g1	1	0	0	0	0	4	0	0	0	1	0	2	15	5	28	1	
isogroup142054_g1	0	0	2	0	1	1	4	0	1	5	0	1	4	0	13	0	
isogroup142154_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup142157_g1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup142237_g1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	
isogroup142247_g1	8	5	2	9	1	0	0	0	0	3	1	1	3	0	44	1	
isogroup14225_g1	1	2	5	0	0	0	0	0	0	0	0	0	0	1	15	2	
isogroup142272_g1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup142295_g1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup142300_g1	4	0	0	0	0	2	0	0	0	0	0	2	5	1	18	7	
isogroup142308_g1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	
isogroup142349_g1	2	7	6	7	5	3	0	0	0	0	0	0	10	6	156	23	
isogroup142405_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	1	
isogroup14241_g1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup142426_g1	2	3	2	0	0	0	0	0	0	0	0	0	0	0	14	3	
isogroup14246_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup142481_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
isogroup142483_g1	0	8	0	1	0	0	0	0	3	6	0	0	4	7	46	8	
isogroup14249_g1	3	3	1	0	0	1	0	0	0	1	0	2	0	0	3	0	
isogroup142525_g1	0	0	1	0	3	0	0	0	0	1	0	3	3	5	44	0	
isogroup142565_g1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	
isogroup142575_g1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup142650_g1	0	0	0	0	0	1	0	0	0	0	1	2	0	1	11	1	
isogroup142666_g1	15	4	20	0	1	10	1	0	5	5	0	2	22	2	78	9	
isogroup142682_g1	0	0	7	0	0	0	0	0	1	0	0	0	0	0	5	2	
isogroup142702_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroup142735_g1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	
isogroup142736_g1	7	12	0	0	0	0	0	0	1	2	0	0	3	2	77	14	
isogroup142748_g1	0	0	33	6	0	0	0	0	0	0	0	1	40	9	1	0	
